Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugsCom_Severity,DrugsCom_Text,DrugBank_Severity,DrugBank_Text,Final_Severity,Risk_Score,CPG_Efficacy_Bonus,CPG_Outcome_Bonus,CPG_Tolerability_Penalty,CPG_Adjusted_Risk_Score
Ramipril,Olmesartan,ACEI,ARB,Major,"Major
ramipril  olmesartan

Applies to: ramipril, olmesartan

Using ramipril together with olmesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Olmesartan.",Major,0.25,0.05,0.0,-0.01,0.29
Ramipril,Acebutolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Acebutolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Atenolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Atenolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Betaxolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Betaxolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Bisoprolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Bisoprolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Metoprolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Metoprolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Nebivolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Nebivolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Propranolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Propranolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Amlodipine,ACEI,CCB,Minor,"Minor
amLODIPine  ramipril

Applies to: amlodipine, ramipril

Information for this minor interaction is available on the professional version.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Felodipine,ACEI,CCB,Minor,"Minor
felodipine  ramipril

Applies to: felodipine, ramipril

Information for this minor interaction is available on the professional version.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Isradipine,ACEI,CCB,Minor,"Minor
isradipine  ramipril

Applies to: isradipine, ramipril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Isradipine.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Lercanidipine,ACEI,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Lercanidipine.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Nifedipine,ACEI,CCB,Minor,"Minor
NIFEdipine  ramipril

Applies to: nifedipine, ramipril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Ramipril is combined with Nifedipine.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Diltiazem,ACEI,CCB,Minor,"Minor
dilTIAZem  ramipril

Applies to: diltiazem, ramipril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Diltiazem.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Verapamil,ACEI,CCB,Minor,"Minor
verapamil  ramipril

Applies to: verapamil, ramipril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Ramipril is combined with Verapamil.",Minor,0.75,0.05,0.0,-0.01,0.79
Ramipril,Hydrochlorothiazide,ACEI,Diuretic,Moderate,"Moderate
hydroCHLOROthiazide  ramipril

Applies to: hydrochlorothiazide, ramipril

Although hydroCHLOROthiazide and ramipril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Moderate,0.5,0.05,0.0,-0.01,0.54
Ramipril,Indapamide,ACEI,Diuretic,Moderate,"Moderate
indapamide  ramipril

Applies to: indapamide, ramipril

Although indapamide and ramipril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Ramipril.",Moderate,0.5,0.05,0.03,-0.01,0.5700000000000001
Ramipril,Amiloride,ACEI,Diuretic,Major,"Major
aMILoride  ramipril

Applies to: amiloride, ramipril

Using ramipril together with aMILoride may increase the levels of potassium in your blood (hyperkalemia), especially if you are dehydrated or have kidney disease, diabetes, heart failure, or if you are an older adult. Hyperkalemia can cause symptoms such as weakness, confusion, numbness or tingling, and uneven heartbeats. If your doctor prescribes these medications together, you may need a dose adjustment or special tests to safely take both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Amiloride is combined with Ramipril.",Major,0.25,0.05,0.0,-0.01,0.29
Imidapril,Candesartan,ACEI,ARB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Candesartan.",Moderate,0.5,0.05,0.0,-0.01,0.54
Imidapril,Irbesartan,ACEI,ARB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Irbesartan.",Moderate,0.5,0.05,0.0,-0.01,0.54
Imidapril,Losartan,ACEI,ARB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Losartan.",Moderate,0.5,0.05,0.0,-0.01,0.54
Imidapril,Telmisartan,ACEI,ARB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Telmisartan.",Moderate,0.5,0.05,0.0,-0.01,0.54
Imidapril,Valsartan,ACEI,ARB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Valsartan.",Moderate,0.5,0.05,0.0,-0.01,0.54
Imidapril,Olmesartan,ACEI,ARB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Olmesartan.",Moderate,0.5,0.05,0.0,-0.01,0.54
Imidapril,Acebutolol,ACEI,Beta-Blocker,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Acebutolol may increase the hypotensive activities of Imidapril.",Minor,0.75,0.05,0.0,-0.01,0.79
Imidapril,Atenolol,ACEI,Beta-Blocker,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Atenolol may increase the hypotensive activities of Imidapril.",Minor,0.75,0.05,0.0,-0.01,0.79
Imidapril,Betaxolol,ACEI,Beta-Blocker,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Betaxolol may increase the hypotensive activities of Imidapril.",Minor,0.75,0.05,0.0,-0.01,0.79
Imidapril,Bisoprolol,ACEI,Beta-Blocker,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Bisoprolol may increase the hypotensive activities of Imidapril.",Minor,0.75,0.05,0.0,-0.01,0.79
